Temperature,Humidity,Wind Speed,Precipitation (%),Cloud Cover,Atmospheric Pressure,UV Index,Season,Visibility (km),Location,Weather Type
33.0,50.0,11.5,48.0,partly cloudy,,1.0,Autumn,6.5,inland,Cloudy
,70.0,12.5,59.0,overcast,995.11,2.0,Autumn,4.0,inland,Rainy
34.0,91.0,15.5,50.0,,1002.95,1.0,Winter,4.5,coastal,Rainy
-13.0,76.0,38.5,70.0,overcast,983.55,8.0,Winter,3.0,mountain,Snowy
25.0,68.0,7.5,99.0,overcast,1015.65,1.0,Spring,4.5,,Rainy
4.0,85.0,19.5,77.0,overcast,991.67,0.0,Winter,,mountain,Snowy
-20.0,24.0,11.5,81.0,overcast,1105.12,2.0,Winter,,mountain,Rainy
4.0,97.0,4.5,77.0,overcast,990.82,1.0,Winter,2.5,inland,Snowy
43.0,29.0,3.5,,,1029.17,5.0,Spring,5.0,inland,Sunny
,61.0,,41.0,partly cloudy,1008.3,,Summer,6.5,mountain,Cloudy
11.0,67.0,7.0,,partly cloudy,1000.72,3.0,Spring,7.0,inland,Cloudy
43.0,34.0,6.0,9.0,partly cloudy,1023.04,6.0,Winter,8.0,mountain,Sunny
17.0,76.0,24.5,,overcast,1013.75,11.0,Spring,5.5,mountain,Rainy
-4.0,64.0,20.0,,overcast,998.18,,Winter,2.5,mountain,Snowy
14.0,78.0,8.0,21.0,overcast,1002.38,3.0,Summer,8.5,mountain,Cloudy
-5.0,81.0,2.0,87.0,,984.52,0.0,Winter,2.0,mountain,
26.0,97.0,15.5,70.0,overcast,,0.0,Spring,1.5,inland,Rainy
26.0,78.0,15.5,77.0,overcast,1016.92,1.0,,2.5,mountain,Rainy
41.0,54.0,9.0,4.0,partly cloudy,1013.57,11.0,Autumn,6.0,inland,
-2.0,,3.0,97.0,overcast,993.68,1.0,Winter,1.5,mountain,Snowy
28.0,56.0,9.5,16.0,overcast,1132.51,,Winter,19.0,mountain,Sunny
-4.0,74.0,7.5,59.0,overcast,987.97,,Winter,4.0,mountain,Snowy
,76.0,11.5,44.0,partly cloudy,,4.0,Autumn,6.0,,
33.0,94.0,12.5,91.0,partly cloudy,1009.87,0.0,Summer,4.0,inland,Rainy
23.0,93.0,6.0,,overcast,1013.28,0.0,Winter,,coastal,Rainy
12.0,,13.5,21.0,partly cloudy,1002.46,1.0,Spring,5.5,inland,Cloudy
11.0,50.0,5.5,28.0,overcast,,1.0,Spring,8.0,,Cloudy
-3.0,86.0,,82.0,overcast,996.59,1.0,Winter,4.0,mountain,Snowy
32.0,79.0,10.0,33.0,partly cloudy,,1.0,Winter,7.5,coastal,
29.0,67.0,8.5,47.0,partly cloudy,1006.38,4.0,Autumn,8.0,mountain,Cloudy
15.0,72.0,8.5,78.0,,1010.21,0.0,Winter,3.5,mountain,Rainy
12.0,80.0,10.0,64.0,overcast,1005.04,1.0,Winter,1.0,coastal,
,91.0,16.5,53.0,overcast,982.67,1.0,Winter,3.0,inland,Snowy
37.0,96.0,0.5,95.0,clear,1011.57,5.0,Spring,2.5,inland,Sunny
25.0,68.0,12.5,,overcast,,,Spring,,coastal,Rainy
,58.0,6.5,11.0,clear,1025.37,10.0,Summer,9.0,inland,Sunny
-2.0,62.0,1.5,88.0,overcast,984.23,1.0,Winter,2.0,mountain,Snowy
30.0,80.0,17.5,54.0,overcast,991.7,3.0,Winter,4.5,coastal,Rainy
25.0,58.0,,12.0,partly cloudy,1000.72,,Spring,8.5,coastal,
-9.0,65.0,7.0,67.0,overcast,990.43,1.0,Winter,4.0,inland,Snowy
,94.0,18.0,,overcast,1012.92,3.0,,3.0,mountain,
24.0,38.0,3.5,16.0,partly cloudy,1010.72,5.0,,,,Sunny
32.0,30.0,9.5,13.0,clear,1011.11,6.0,,7.5,coastal,Sunny
25.0,66.0,,3.0,clear,1013.33,6.0,Summer,6.0,coastal,Sunny
39.0,102.0,26.0,94.0,partly cloudy,1005.54,8.0,Summer,5.5,coastal,Cloudy
12.0,90.0,15.0,78.0,partly cloudy,,0.0,Winter,2.0,coastal,Rainy
,95.0,12.5,88.0,overcast,984.88,1.0,Winter,2.0,inland,Snowy
22.0,76.0,,86.0,overcast,990.3,,Summer,4.0,coastal,Rainy
-5.0,60.0,11.5,61.0,overcast,995.16,1.0,Winter,4.0,mountain,Snowy
,59.0,9.5,22.0,overcast,1004.19,3.0,Summer,5.0,,Cloudy
-5.0,72.0,1.5,67.0,overcast,988.44,1.0,Winter,3.0,mountain,Snowy
32.0,77.0,9.5,21.0,partly cloudy,1006.4,4.0,Autumn,5.5,mountain,Cloudy
29.0,54.0,3.5,44.0,overcast,1007.09,4.0,Autumn,6.5,inland,Cloudy
35.0,32.0,,9.0,clear,1013.84,11.0,Spring,8.5,inland,Sunny
,91.0,19.0,54.0,,985.48,0.0,Winter,,inland,Snowy
26.0,94.0,12.5,66.0,,994.06,0.0,Spring,4.5,mountain,Rainy
-17.0,97.0,3.0,85.0,,989.42,1.0,,0.5,mountain,Snowy
-1.0,96.0,,99.0,overcast,986.56,1.0,Winter,3.5,inland,Snowy
21.0,87.0,18.0,51.0,partly cloudy,1003.74,2.0,,,coastal,Rainy
15.0,56.0,2.0,36.0,overcast,1017.79,3.0,Spring,6.0,,Cloudy
35.0,57.0,4.0,5.0,partly cloudy,1011.76,,Winter,,coastal,Sunny
11.0,85.0,8.5,71.0,partly cloudy,1018.7,1.0,Autumn,3.0,coastal,Rainy
31.0,62.0,,6.0,partly cloudy,1025.65,7.0,Spring,7.0,mountain,
-8.0,85.0,20.0,63.0,overcast,990.07,0.0,Winter,2.5,inland,Snowy
17.0,62.0,10.5,29.0,overcast,1010.48,,Spring,7.0,coastal,Cloudy
10.0,71.0,2.0,10.0,overcast,1008.29,,Winter,8.5,inland,Cloudy
,70.0,10.5,,partly cloudy,,1.0,Winter,1.5,mountain,Snowy
22.0,51.0,8.0,49.0,partly cloudy,1014.92,3.0,Autumn,5.0,inland,Cloudy
12.0,64.0,9.0,14.0,partly cloudy,1015.82,2.0,Winter,8.0,inland,
25.0,55.0,12.5,39.0,partly cloudy,1018.17,4.0,Autumn,8.0,inland,Cloudy
5.0,104.0,,95.0,partly cloudy,1002.57,9.0,Autumn,1.0,mountain,Cloudy
31.0,,,33.0,partly cloudy,,4.0,Summer,6.5,mountain,Cloudy
24.0,54.0,12.5,10.0,overcast,1000.83,1.0,Summer,,mountain,
3.0,98.0,5.0,62.0,overcast,983.69,,Winter,3.5,mountain,Snowy
,76.0,,47.0,overcast,1011.37,2.0,Spring,6.5,mountain,Cloudy
26.0,59.0,6.0,1.0,partly cloudy,1019.64,10.0,Autumn,8.5,inland,Sunny
23.0,84.0,13.0,77.0,overcast,996.74,0.0,Winter,3.0,mountain,Rainy
34.0,77.0,9.5,24.0,overcast,1001.9,4.0,Summer,5.5,coastal,Cloudy
-1.0,96.0,21.5,91.0,overcast,988.78,,,1.0,mountain,Snowy
19.0,99.0,8.5,99.0,partly cloudy,1004.36,7.0,Spring,,mountain,Cloudy
43.0,48.0,,26.0,partly cloudy,936.13,,Summer,9.0,,Snowy
-8.0,97.0,0.0,73.0,,998.07,1.0,Winter,2.5,mountain,Snowy
-9.0,96.0,0.0,99.0,overcast,995.66,1.0,Winter,4.5,,Snowy
10.0,68.0,18.5,50.0,overcast,994.73,2.0,Summer,4.5,coastal,Rainy
-17.0,95.0,,97.0,overcast,987.38,13.0,Winter,2.0,inland,Snowy
15.0,59.0,,17.0,overcast,1004.33,2.0,Summer,7.5,mountain,Cloudy
-4.0,,12.5,,overcast,,0.0,Winter,4.5,mountain,Snowy
30.0,76.0,,19.0,overcast,,4.0,Summer,5.0,coastal,Cloudy
42.0,32.0,9.0,17.0,clear,1027.31,8.0,Summer,7.5,coastal,Sunny
40.0,23.0,2.0,19.0,,1023.15,7.0,Spring,,inland,Sunny
21.0,41.0,2.5,18.0,partly cloudy,1012.67,8.0,Summer,9.0,inland,Sunny
22.0,99.0,18.5,57.0,overcast,1018.13,,Spring,3.0,mountain,Rainy
29.0,,13.5,33.0,overcast,1017.15,4.0,Summer,7.5,coastal,Cloudy
14.0,58.0,10.5,42.0,overcast,1008.41,3.0,Winter,5.5,mountain,Cloudy
30.0,21.0,7.5,15.0,clear,1022.61,5.0,,,mountain,Sunny
68.0,,8.0,,clear,1011.47,6.0,Winter,5.5,coastal,
1.0,84.0,8.0,59.0,partly cloudy,987.23,0.0,Winter,3.5,inland,Snowy
19.0,63.0,3.0,27.0,,,0.0,Spring,12.5,inland,Sunny
-2.0,71.0,2.0,50.0,overcast,982.43,0.0,Winter,1.0,inland,Snowy
23.0,76.0,,43.0,partly cloudy,1005.05,3.0,Winter,7.0,inland,Cloudy
24.0,92.0,2.0,95.0,overcast,1006.73,1.0,,0.5,mountain,Cloudy
1.0,20.0,12.5,26.0,overcast,1133.55,1.0,Autumn,14.5,inland,Rainy
-6.0,60.0,3.0,97.0,partly cloudy,984.98,0.0,Winter,1.5,mountain,Snowy
-9.0,76.0,7.0,69.0,overcast,989.39,1.0,Winter,3.0,inland,Snowy
1.0,78.0,6.0,,overcast,989.11,,Winter,4.5,,Snowy
,92.0,14.0,79.0,overcast,992.21,1.0,Winter,4.0,mountain,
-7.0,75.0,4.0,84.0,overcast,992.95,1.0,Winter,2.5,mountain,Snowy
30.0,57.0,,35.0,overcast,1000.25,4.0,Spring,7.5,mountain,Cloudy
,91.0,,95.0,clear,1025.82,11.0,Spring,9.0,coastal,Sunny
8.0,,24.5,,partly cloudy,1004.73,6.0,,7.5,mountain,Cloudy
-2.0,68.0,15.0,79.0,partly cloudy,986.05,0.0,Winter,3.0,inland,Snowy
,88.0,16.5,97.0,overcast,1015.85,0.0,Winter,,inland,Rainy
22.0,,9.0,38.0,partly cloudy,1010.86,,,7.5,mountain,Cloudy
-1.0,70.0,5.0,,partly cloudy,985.2,0.0,Winter,4.0,mountain,
23.0,76.0,2.0,37.0,overcast,1011.72,1.0,Winter,5.5,mountain,Cloudy
3.0,64.0,0.0,96.0,overcast,989.42,0.0,,2.0,inland,Snowy
63.0,76.0,7.0,82.0,overcast,1019.46,13.0,Summer,1.5,inland,Cloudy
24.0,57.0,5.5,17.0,,,1.0,Winter,5.0,inland,Cloudy
1.0,76.0,7.0,56.0,partly cloudy,988.76,1.0,Winter,3.5,mountain,Snowy
32.0,25.0,4.0,12.0,partly cloudy,1018.9,6.0,Spring,9.0,coastal,Sunny
19.0,23.0,4.5,96.0,partly cloudy,854.45,1.0,Summer,,,Snowy
4.0,44.0,,35.0,cloudy,1104.13,7.0,Spring,13.0,coastal,Sunny
,86.0,0.0,51.0,overcast,989.56,1.0,,4.0,,Snowy
21.0,100.0,17.0,78.0,overcast,1010.97,2.0,Winter,1.0,coastal,
38.0,64.0,9.5,19.0,clear,1018.96,5.0,Autumn,6.0,coastal,Sunny
19.0,61.0,4.5,13.0,partly cloudy,1016.97,1.0,Autumn,7.5,inland,Cloudy
24.0,53.0,11.0,19.0,partly cloudy,1005.07,3.0,Spring,7.5,coastal,Cloudy
2.0,,1.5,69.0,overcast,989.31,1.0,Winter,4.0,mountain,Snowy
-7.0,,7.5,87.0,overcast,994.95,0.0,Winter,2.5,inland,Snowy
84.0,71.0,,104.0,overcast,1008.14,8.0,Autumn,4.5,inland,Cloudy
14.0,,10.0,62.0,overcast,999.1,1.0,Autumn,4.0,coastal,Rainy
14.0,,12.0,22.0,overcast,1007.43,1.0,Autumn,9.0,,Cloudy
3.0,63.0,15.0,52.0,,988.89,0.0,Winter,3.0,inland,Snowy
10.0,68.0,4.5,,overcast,1000.84,2.0,Summer,8.0,mountain,Cloudy
16.0,56.0,3.0,23.0,,1003.92,1.0,Autumn,,mountain,Cloudy
33.0,,,15.0,partly cloudy,1016.71,6.0,Winter,8.0,coastal,Sunny
22.0,68.0,18.0,53.0,overcast,,,Summer,5.0,inland,Rainy
,55.0,4.0,5.0,clear,1028.9,8.0,,9.5,mountain,
-6.0,92.0,17.5,,partly cloudy,999.62,0.0,Winter,4.0,mountain,Snowy
34.0,68.0,11.0,59.0,,1015.76,0.0,Summer,4.5,coastal,Rainy
23.0,81.0,18.0,97.0,overcast,1018.0,2.0,Spring,4.5,coastal,Rainy
4.0,73.0,0.0,,overcast,992.33,1.0,Winter,3.0,inland,Snowy
-4.0,94.0,16.0,56.0,overcast,984.98,0.0,Winter,4.0,mountain,Snowy
-12.0,53.0,10.0,77.0,overcast,1008.78,,Winter,17.5,mountain,Cloudy
-7.0,62.0,,79.0,overcast,991.92,1.0,Winter,4.5,mountain,Snowy
33.0,62.0,6.0,50.0,partly cloudy,1009.28,3.0,Winter,,coastal,Rainy
34.0,46.0,0.0,18.0,partly cloudy,1026.71,6.0,Spring,5.5,mountain,Sunny
35.0,48.0,8.0,,clear,1015.64,8.0,Spring,9.0,,Sunny
34.0,,17.0,88.0,,1005.87,5.0,Autumn,6.0,inland,Cloudy
36.0,42.0,4.5,11.0,clear,,11.0,Winter,6.0,mountain,Sunny
40.0,48.0,,16.0,clear,1027.73,,Autumn,9.5,mountain,Sunny
21.0,46.0,2.0,,partly cloudy,,5.0,Winter,6.5,mountain,Sunny
12.0,61.0,11.0,30.0,overcast,1015.88,4.0,Winter,5.5,inland,Cloudy
29.0,66.0,11.5,62.0,overcast,999.91,1.0,,,coastal,Rainy
6.0,48.0,1.0,43.0,cloudy,1081.17,11.0,Autumn,5.0,coastal,Cloudy
-1.0,93.0,18.5,,overcast,980.07,0.0,Winter,,inland,Snowy
22.0,86.0,5.5,59.0,overcast,1017.57,1.0,Winter,1.0,inland,Rainy
51.0,86.0,3.0,79.0,partly cloudy,1029.16,11.0,,1.0,coastal,Sunny
2.0,71.0,1.0,52.0,partly cloudy,996.33,0.0,Winter,2.5,,Snowy
31.0,52.0,9.0,9.0,,1020.32,6.0,Autumn,6.0,,Sunny
29.0,62.0,5.5,40.0,partly cloudy,1004.17,1.0,Winter,,coastal,Cloudy
,79.0,16.0,92.0,partly cloudy,1015.49,6.0,Winter,2.5,mountain,Rainy
,20.0,4.5,12.0,partly cloudy,1004.07,14.0,Autumn,6.0,coastal,
-6.0,92.0,4.5,97.0,overcast,985.09,1.0,Winter,1.5,inland,Snowy
-4.0,97.0,11.0,80.0,partly cloudy,990.98,0.0,Winter,,inland,Snowy
10.0,61.0,7.0,80.0,overcast,995.17,0.0,Summer,1.5,coastal,Rainy
17.0,91.0,15.0,76.0,partly cloudy,1013.57,0.0,Summer,2.0,mountain,Rainy
44.0,,7.0,7.0,clear,1028.28,7.0,Winter,9.0,,Sunny
17.0,81.0,17.5,66.0,overcast,996.53,0.0,Spring,4.5,inland,Rainy
1.0,94.0,15.0,88.0,overcast,986.81,1.0,Winter,5.0,mountain,Snowy
,48.0,9.0,18.0,clear,1020.05,,Winter,7.5,mountain,Sunny
,70.0,11.5,80.0,partly cloudy,1007.59,0.0,Winter,1.0,coastal,Rainy
-10.0,,2.0,81.0,overcast,980.73,0.0,Winter,4.0,mountain,Snowy
54.0,73.0,2.5,71.0,clear,,1.0,Summer,9.0,inland,Sunny
24.0,58.0,14.0,30.0,overcast,1018.24,2.0,Autumn,5.0,coastal,Cloudy
16.0,63.0,17.5,98.0,partly cloudy,1001.23,0.0,Summer,2.0,coastal,Rainy
-7.0,91.0,15.0,81.0,partly cloudy,988.76,1.0,Winter,3.5,mountain,Snowy
33.0,79.0,2.5,19.0,overcast,1004.7,2.0,Autumn,7.0,inland,Cloudy
33.0,70.0,17.0,96.0,overcast,994.5,2.0,Winter,,mountain,
31.0,,15.5,56.0,overcast,1018.95,2.0,Winter,4.0,mountain,Rainy
23.0,47.0,8.0,5.0,,1024.93,,Winter,8.5,inland,Sunny
14.0,,17.0,76.0,partly cloudy,1016.29,3.0,Winter,2.5,inland,Rainy
29.0,91.0,7.0,63.0,overcast,1019.93,2.0,Winter,3.0,mountain,Rainy
33.0,69.0,3.5,13.0,partly cloudy,1012.04,2.0,Summer,8.0,mountain,Cloudy
23.0,,5.5,2.0,clear,1010.28,7.0,Summer,9.5,inland,Sunny
28.0,53.0,11.0,,overcast,1018.35,2.0,Summer,5.0,inland,Cloudy
28.0,83.0,5.5,96.0,overcast,999.93,3.0,Summer,2.0,coastal,Rainy
,,5.5,80.0,overcast,1005.5,9.0,Autumn,6.0,inland,Cloudy
15.0,55.0,7.5,45.0,partly cloudy,1017.25,3.0,Autumn,6.5,mountain,Cloudy
34.0,48.0,,,clear,1018.92,11.0,Summer,7.5,,Sunny
10.0,87.0,20.0,66.0,,994.22,3.0,Summer,2.5,inland,Rainy
-4.0,74.0,13.0,69.0,overcast,,1.0,Winter,1.5,mountain,Snowy
30.0,74.0,12.5,14.0,partly cloudy,1007.07,1.0,,8.5,coastal,Cloudy
18.0,77.0,10.5,27.0,partly cloudy,1006.48,2.0,Summer,6.0,inland,Cloudy
16.0,78.0,5.5,38.0,partly cloudy,1012.74,2.0,Spring,8.0,mountain,Cloudy
22.0,67.0,11.0,61.0,overcast,998.45,1.0,Autumn,1.5,inland,Rainy
13.0,,,70.0,partly cloudy,996.59,3.0,Summer,,coastal,Rainy
12.0,94.0,16.0,,overcast,1003.33,2.0,Spring,5.0,coastal,Rainy
,95.0,10.0,87.0,overcast,997.83,1.0,Winter,2.5,inland,Snowy
,52.0,12.0,,partly cloudy,1005.74,3.0,Autumn,,coastal,Cloudy
15.0,51.0,4.0,,partly cloudy,1006.34,3.0,,8.0,inland,Cloudy
24.0,78.0,12.5,103.0,overcast,1004.42,2.0,Autumn,4.5,inland,Cloudy
-7.0,79.0,7.0,69.0,overcast,989.8,1.0,Winter,3.0,mountain,Snowy
39.0,52.0,2.0,8.0,clear,1012.3,11.0,Autumn,6.5,inland,Sunny
23.0,60.0,,9.0,clear,1011.77,6.0,Spring,7.0,coastal,
10.0,60.0,14.5,78.0,overcast,1019.93,2.0,Spring,2.0,coastal,Rainy
15.0,53.0,8.5,24.0,overcast,1004.49,,Summer,7.5,mountain,Cloudy
19.0,,8.5,38.0,partly cloudy,1011.34,2.0,Summer,7.0,mountain,Cloudy
,77.0,8.0,76.0,partly cloudy,1082.17,11.0,Winter,2.0,,Snowy
-10.0,99.0,8.0,50.0,overcast,989.49,0.0,Winter,2.5,inland,Snowy
44.0,44.0,5.0,19.0,clear,1028.29,8.0,Spring,9.5,mountain,Sunny
2.0,100.0,15.0,70.0,overcast,991.86,0.0,Winter,6.5,inland,Snowy
20.0,,,96.0,partly cloudy,1012.81,5.0,Winter,9.0,inland,Cloudy
28.0,27.0,7.5,70.0,overcast,944.87,8.0,Winter,9.0,mountain,Cloudy
,66.0,9.0,88.0,overcast,985.45,1.0,Winter,,inland,Snowy
10.0,,6.5,,overcast,1016.95,3.0,,7.5,inland,Cloudy
33.0,50.0,0.0,11.0,overcast,1010.43,4.0,Winter,6.0,coastal,
31.0,59.0,10.0,33.0,partly cloudy,1006.43,2.0,Autumn,8.0,coastal,Cloudy
1.0,105.0,25.0,,partly cloudy,991.37,2.0,Winter,0.5,mountain,Snowy
32.0,78.0,4.0,26.0,overcast,1003.6,1.0,Winter,5.5,mountain,Cloudy
10.0,78.0,,98.0,overcast,1014.2,,Spring,3.5,mountain,Rainy
-8.0,93.0,12.5,75.0,,991.59,,Winter,2.5,mountain,
26.0,71.0,2.0,38.0,partly cloudy,1002.85,2.0,Spring,8.0,inland,
35.0,20.0,4.0,0.0,partly cloudy,1015.07,10.0,Spring,5.5,coastal,Sunny
24.0,46.0,5.0,12.0,clear,1027.27,9.0,Autumn,8.0,coastal,
35.0,50.0,0.5,3.0,,1024.9,10.0,Winter,,inland,Sunny
14.0,69.0,14.0,65.0,overcast,1012.87,0.0,Spring,4.0,,Rainy
33.0,98.0,26.5,97.0,partly cloudy,1003.78,10.0,Winter,10.5,mountain,Cloudy
41.0,102.0,20.0,,clear,1025.5,11.0,Autumn,11.5,,Sunny
-7.0,89.0,4.5,57.0,overcast,980.41,0.0,Winter,2.0,inland,Snowy
-14.0,,2.5,63.0,partly cloudy,995.24,8.0,Summer,5.0,mountain,Cloudy
40.0,61.0,9.0,4.0,,1017.38,11.0,Summer,8.5,mountain,Sunny
26.0,66.0,9.0,28.0,partly cloudy,1126.33,14.0,Autumn,1.0,,Sunny
,91.0,30.5,83.0,partly cloudy,1009.66,13.0,,1.5,inland,Rainy
30.0,79.0,2.5,23.0,overcast,1010.44,1.0,Autumn,,mountain,Cloudy
35.0,24.0,2.5,4.0,clear,1013.27,8.0,Winter,6.5,inland,Sunny
32.0,,2.0,4.0,partly cloudy,1016.43,10.0,Summer,9.5,coastal,Sunny
32.0,47.0,,0.0,clear,1014.89,9.0,Winter,7.5,coastal,Sunny
34.0,23.0,9.0,9.0,clear,1017.03,5.0,Summer,9.0,inland,Sunny
37.0,69.0,7.5,5.0,clear,,6.0,Summer,8.0,coastal,Sunny
-5.0,96.0,2.0,93.0,,991.2,1.0,Winter,3.0,inland,Snowy
21.0,67.0,8.0,6.0,partly cloudy,1026.98,9.0,,7.5,coastal,Sunny
31.0,,,58.0,,1018.98,3.0,Winter,3.0,mountain,Rainy
21.0,52.0,,18.0,clear,1026.69,9.0,Summer,9.0,inland,Sunny
,50.0,,27.0,partly cloudy,1000.33,2.0,Summer,7.5,mountain,Cloudy
,50.0,7.0,25.0,overcast,1007.2,4.0,Winter,6.5,inland,
17.0,66.0,11.5,29.0,,1006.5,2.0,Winter,8.0,inland,Cloudy
31.0,78.0,15.0,11.0,partly cloudy,1010.88,4.0,Summer,5.5,coastal,
20.0,61.0,16.5,94.0,partly cloudy,1001.79,,Autumn,2.5,coastal,Rainy
10.0,50.0,13.0,28.0,partly cloudy,1015.22,4.0,Winter,5.5,coastal,Cloudy
12.0,69.0,,28.0,partly cloudy,1000.76,3.0,Winter,5.5,mountain,
2.0,67.0,16.0,59.0,,996.25,0.0,,1.5,mountain,Snowy
,82.0,19.5,98.0,overcast,998.57,0.0,Winter,3.5,mountain,Snowy
4.0,99.0,11.5,84.0,overcast,984.51,0.0,Winter,1.5,inland,Snowy
32.0,83.0,9.0,55.0,overcast,1004.79,0.0,Spring,4.0,inland,
21.0,63.0,9.0,26.0,overcast,1000.92,4.0,Spring,9.0,mountain,Cloudy
19.0,70.0,34.5,90.0,partly cloudy,,8.0,Winter,5.0,,Rainy
,,20.0,107.0,partly cloudy,1004.5,0.0,Autumn,3.5,coastal,
39.0,49.0,3.5,4.0,clear,1012.92,6.0,Summer,9.5,coastal,Sunny
26.0,70.0,13.5,48.0,overcast,,3.0,,8.5,coastal,Cloudy
28.0,24.0,5.5,,clear,1020.74,5.0,Spring,6.5,inland,Sunny
-7.0,93.0,7.5,96.0,overcast,992.25,1.0,Winter,4.5,inland,Snowy
-7.0,63.0,10.5,91.0,overcast,992.2,0.0,Winter,2.5,inland,Snowy
18.0,63.0,8.0,41.0,,1009.47,2.0,Winter,6.0,coastal,Cloudy
46.0,102.0,8.0,105.0,partly cloudy,1016.57,4.0,Winter,10.5,mountain,Cloudy
2.0,82.0,18.5,73.0,partly cloudy,992.97,0.0,Winter,3.5,,Snowy
18.0,68.0,10.0,26.0,overcast,1002.54,1.0,Spring,7.0,inland,Cloudy
34.0,84.0,16.5,95.0,overcast,992.34,0.0,Spring,2.0,coastal,Rainy
-9.0,98.0,9.0,54.0,partly cloudy,989.41,0.0,Winter,2.5,mountain,Snowy
-6.0,,4.5,85.0,overcast,847.34,3.0,Autumn,9.5,,Cloudy
-4.0,72.0,16.5,91.0,partly cloudy,989.39,1.0,Winter,2.5,mountain,Snowy
-7.0,85.0,,51.0,overcast,996.17,0.0,Winter,4.5,inland,Snowy
,72.0,13.0,36.0,partly cloudy,1012.73,3.0,Summer,6.5,coastal,Cloudy
30.0,36.0,3.5,1.0,partly cloudy,,10.0,Summer,7.5,coastal,Sunny
11.0,78.0,13.5,10.0,partly cloudy,1007.63,1.0,Summer,8.5,coastal,Cloudy
,80.0,7.0,99.0,overcast,1011.36,0.0,Autumn,,coastal,Rainy
-6.0,65.0,7.5,,overcast,997.59,0.0,Winter,1.5,mountain,Snowy
32.0,97.0,19.0,77.0,partly cloudy,994.82,1.0,Summer,1.0,coastal,Rainy
19.0,93.0,11.0,78.0,overcast,993.24,3.0,Summer,,,Rainy
3.0,94.0,6.0,67.0,,987.69,1.0,Winter,3.5,mountain,Snowy
24.0,58.0,13.5,48.0,partly cloudy,1012.86,1.0,Winter,6.0,mountain,Cloudy
23.0,58.0,8.0,88.0,partly cloudy,1014.38,5.0,,11.5,coastal,Sunny
34.0,53.0,12.5,46.0,partly cloudy,1019.99,2.0,Autumn,7.5,mountain,Cloudy
19.0,68.0,13.5,22.0,overcast,1145.75,0.0,Autumn,8.5,,Rainy
,66.0,19.0,63.0,overcast,980.62,0.0,Winter,2.0,inland,Snowy
-5.0,83.0,16.5,76.0,partly cloudy,,,Winter,2.0,inland,Snowy
3.0,66.0,13.0,91.0,partly cloudy,995.95,1.0,Winter,1.0,inland,Snowy
38.0,90.0,35.0,71.0,overcast,1014.97,2.0,,1.0,coastal,Rainy
4.0,82.0,,66.0,overcast,990.38,0.0,Winter,,inland,
3.0,99.0,11.5,63.0,overcast,984.14,0.0,Winter,4.5,inland,Snowy
34.0,68.0,5.0,43.0,overcast,975.37,1.0,Winter,19.5,mountain,Snowy
24.0,49.0,2.5,4.0,clear,1013.85,10.0,Summer,6.5,inland,Sunny
13.0,71.0,7.5,43.0,overcast,1002.47,1.0,Spring,5.5,inland,Cloudy
60.0,104.0,24.5,78.0,overcast,996.49,9.0,Winter,1.5,inland,Rainy
4.0,66.0,3.0,64.0,,987.68,0.0,Winter,3.0,mountain,Snowy
22.0,81.0,19.0,67.0,overcast,1015.57,3.0,Spring,3.5,,Rainy
26.0,24.0,1.0,5.0,clear,1023.01,6.0,Winter,6.5,mountain,Sunny
28.0,50.0,1.5,13.0,,1017.92,,Spring,7.0,mountain,Sunny
-10.0,68.0,8.0,85.0,overcast,,1.0,Winter,3.0,inland,Snowy
,66.0,5.5,90.0,overcast,982.19,1.0,Winter,3.0,inland,Snowy
-6.0,70.0,12.5,55.0,overcast,986.84,0.0,Winter,2.0,inland,Snowy
4.0,,1.0,61.0,cloudy,1135.33,1.0,Autumn,13.5,mountain,Snowy
4.0,85.0,7.5,62.0,overcast,993.04,,Winter,4.0,inland,Snowy
42.0,24.0,3.0,6.0,clear,1012.91,5.0,Spring,7.5,coastal,
-9.0,86.0,7.0,87.0,overcast,,,Winter,4.5,inland,Snowy
-4.0,89.0,1.0,,,985.17,0.0,Winter,2.5,mountain,Snowy
20.0,52.0,14.0,11.0,overcast,1000.96,1.0,Autumn,8.0,coastal,Cloudy
36.0,57.0,8.0,9.0,partly cloudy,1017.44,10.0,Autumn,10.0,mountain,Sunny
26.0,59.0,8.5,12.0,partly cloudy,1011.13,5.0,Summer,10.0,mountain,Sunny
-21.0,89.0,20.5,83.0,overcast,982.92,4.0,Winter,2.5,mountain,Snowy
14.0,56.0,10.0,37.0,partly cloudy,1013.57,1.0,Spring,,coastal,Cloudy
32.0,28.0,9.5,8.0,partly cloudy,1020.92,8.0,Summer,8.0,coastal,Sunny
52.0,109.0,22.5,89.0,overcast,1013.4,9.0,Summer,2.0,mountain,
26.0,64.0,,26.0,partly cloudy,1004.98,4.0,Summer,7.5,mountain,Cloudy
27.0,37.0,,14.0,clear,1010.14,5.0,Winter,9.0,coastal,Sunny
3.0,93.0,4.5,76.0,overcast,985.35,,Winter,1.5,mountain,Snowy
22.0,,9.0,10.0,clear,,5.0,Autumn,6.5,inland,Sunny
31.0,65.0,5.5,61.0,overcast,990.46,0.0,Winter,3.5,coastal,Rainy
22.0,58.0,11.0,34.0,partly cloudy,1019.24,,Winter,5.0,coastal,Cloudy
42.0,47.0,2.0,48.0,partly cloudy,1167.43,4.0,Spring,19.5,coastal,Rainy
